-76.1619260	7.16414400	7.31770800
-76.3085510	7.22915700	4.11458300
-76.2235540	7.17293000	11.8229170
-76.1726120	7.06047500	10.7812500
-76.3340670	7.18698700	15.1562500
-76.2830580	7.18698700	13.1770830
-76.3935750	7.21510000	20.5729170
-76.3128160	7.17644400	14.8958330
-76.2299450	7.13954500	12.0572920
-76.1194500	7.12197400	0.02604200
-76.2405330	7.22915700	17.5520830
-75.8707670	7.16238700	30.5208330
-76.2214920	7.03763200	9.97395800
-76.1917780	6.97789100	13.2031250
-76.1577330	7.06926000	8.25520800
-76.3425500	7.27835600	34.7395830
-76.2002260	7.07628900	12.6822920
-76.2979460	7.15360200	12.5781250
-76.2936610	7.26254200	7.21354200
-76.3765700	7.22212900	19.4270830
-76.3170590	7.20807200	12.2395830
-76.3234390	7.19225800	14.4010420
-76.1641080	7.06750300	9.01041700
-76.1448650	7.25551400	11.8489580
-76.1300600	7.14481600	0.05208300
-76.1980950	7.08858900	11.4062500
-76.3170680	7.17293000	10.1562500
-76.1492400	7.05871800	10.3906250
-76.2575430	7.21510000	10.7812500
-76.2745390	7.23618600	17.5520830
-76.1959260	7.17117300	5.28645800
-76.2958090	7.19050100	12.1875000
-76.2533210	7.14130200	13.9583330
-76.2065590	7.15887300	4.11458300
-76.1576600	7.18874400	0.02604200
-76.2660390	7.22915700	10.8854170
-76.2150500	7.17995800	6.51041700
-76.2235380	7.20807200	10.9895830
-76.2979330	7.19577200	13.2031250
-76.2639110	7.23794300	5.49479200
-76.2331030	7.20719300	10.4817710
-76.1746750	7.16765900	9.45312500
-76.1491850	7.14657300	4.08854200
-76.2299230	7.18874400	12.4739580
-76.2320490	7.18698700	12.6562500
-76.2596720	7.20631500	13.0468750
-76.2469280	7.18523000	16.1718750
-76.1661560	7.19928600	10.4947920
-76.1321840	7.14657300	0.02604200
-76.3149240	7.24145700	17.0572920
-76.2681810	7.18523000	16.0677080
-76.2724320	7.18523000	16.1197920
-76.2320460	7.19401500	13.6979170
-76.2511630	7.22388600	12.3177080
-76.1130580	7.14481600	8.48958300
-76.1980290	7.21510000	10.2604170
-76.2979210	7.23442900	14.0885420
-76.3170710	7.15887300	18.6979170
-76.2405420	7.20807200	7.86458300
-76.2150290	7.22212900	8.59375000
-76.1470700	7.13075900	5.26041700
-76.2490410	7.21510000	6.92708300
-76.2320490	7.18698700	9.53125000
-76.3425730	7.16590100	0.05208300
-76.2490640	7.15887300	14.9479170
-76.3850800	7.15184500	20.5729170
-76.2469230	7.19577200	10.6510420
-76.2490670	7.15184500	14.6354170
-76.2150460	7.18698700	7.03125000
-76.1470430	7.17293000	0.67708300
-76.1640540	7.15887300	3.59375000
-76.2150530	7.17293000	6.19791700
-76.2554400	7.15711600	16.4843750
-76.2745640	7.16590100	17.6562500
-76.1300410	7.17293000	21.6145830
-76.2575980	7.07453200	25.9895830
-76.3170750	7.14481600	20.8854170
-76.2490410	7.21510000	6.09375000
-76.3085570	7.20807200	15.0520830
-76.2809230	7.21685800	15.8072920
-76.2809350	7.18171500	12.1093750
-76.3595700	7.19401500	22.0312500
-76.2702970	7.21158600	2.91666700
-76.3149330	7.20982900	16.3281250
-76.1619150	7.18171500	1.64062500
-76.3085610	7.19401500	13.6979170
-76.1449260	7.16063000	0.02604200
-76.1661760	7.16414400	5.75520800
